START_TIME,STOP_TIME,GROUP0,GROUP1,ANNOTATION_LABELS,ACTIVITY,POSTURE,ACTIVITY_GROUP,SEDENTARY_AMBULATION_CYCLING
2015-11-02 14:46:43.200,2015-11-02 14:46:56.000,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:46:56.000,2015-11-02 14:47:08.800,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:47:08.800,2015-11-02 14:47:21.600,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:47:21.600,2015-11-02 14:47:34.400,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:47:34.400,2015-11-02 14:47:47.200,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:47:47.200,2015-11-02 14:48:00.000,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:48:00.000,2015-11-02 14:48:12.800,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:48:12.800,2015-11-02 14:48:25.600,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:48:25.600,2015-11-02 14:48:38.400,SPADES_6,alvin,outdoors standing telling story waiting walking,Transition,Transition,Transition,Transition
2015-11-02 14:48:38.400,2015-11-02 14:48:51.200,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:48:51.200,2015-11-02 14:49:04.000,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:49:04.000,2015-11-02 14:49:16.800,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:49:16.800,2015-11-02 14:49:29.600,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:49:29.600,2015-11-02 14:49:42.400,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:49:42.400,2015-11-02 14:49:55.200,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:49:55.200,2015-11-02 14:50:08.000,SPADES_6,alvin,outdoors standing telling story waiting,Transition,Transition,Transition,Transition
2015-11-02 14:50:08.000,2015-11-02 14:50:20.800,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:50:20.800,2015-11-02 14:50:33.600,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:50:33.600,2015-11-02 14:50:46.400,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:50:46.400,2015-11-02 14:50:59.200,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:50:59.200,2015-11-02 14:51:12.000,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:51:12.000,2015-11-02 14:51:24.800,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:51:24.800,2015-11-02 14:51:37.600,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:51:37.600,2015-11-02 14:51:50.400,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:51:50.400,2015-11-02 14:52:03.200,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:52:03.200,2015-11-02 14:52:16.000,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:52:16.000,2015-11-02 14:52:28.800,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:52:28.800,2015-11-02 14:52:41.600,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:52:41.600,2015-11-02 14:52:54.400,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:52:54.400,2015-11-02 14:53:07.200,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:53:07.200,2015-11-02 14:53:20.000,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:53:20.000,2015-11-02 14:53:32.800,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:53:32.800,2015-11-02 14:53:45.600,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:53:45.600,2015-11-02 14:53:58.400,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:53:58.400,2015-11-02 14:54:11.200,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:54:11.200,2015-11-02 14:54:24.000,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:54:24.000,2015-11-02 14:54:36.800,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:54:36.800,2015-11-02 14:54:49.600,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:54:49.600,2015-11-02 14:55:02.400,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:55:02.400,2015-11-02 14:55:15.200,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:55:15.200,2015-11-02 14:55:28.000,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:55:28.000,2015-11-02 14:55:40.800,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:55:40.800,2015-11-02 14:55:53.600,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:55:53.600,2015-11-02 14:56:06.400,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:56:06.400,2015-11-02 14:56:19.200,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:56:19.200,2015-11-02 14:56:32.000,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:56:32.000,2015-11-02 14:56:44.800,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:56:44.800,2015-11-02 14:56:57.600,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:56:57.600,2015-11-02 14:57:10.400,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:57:10.400,2015-11-02 14:57:23.200,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:57:23.200,2015-11-02 14:57:36.000,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:57:36.000,2015-11-02 14:57:48.800,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:57:48.800,2015-11-02 14:58:01.600,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:58:01.600,2015-11-02 14:58:14.400,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:58:14.400,2015-11-02 14:58:27.200,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:58:27.200,2015-11-02 14:58:40.000,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:58:40.000,2015-11-02 14:58:52.800,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:58:52.800,2015-11-02 14:59:05.600,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:59:05.600,2015-11-02 14:59:18.400,SPADES_6,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-11-02 14:59:18.400,2015-11-02 14:59:31.200,SPADES_6,alvin,outdoors stairs standing telling story waiting walking,Transition,Transition,Transition,Transition
2015-11-02 14:59:31.200,2015-11-02 14:59:44.000,SPADES_6,alvin,stairs up walking,Transition,Transition,Transition,Transition
2015-11-02 14:59:44.000,2015-11-02 14:59:56.800,SPADES_6,alvin,mbta stairs standing up walking,Transition,Transition,Transition,Transition
2015-11-02 14:59:56.800,2015-11-02 15:00:09.600,SPADES_6,alvin,mbta standing,Transition,Transition,Transition,Transition
2015-11-02 15:00:09.600,2015-11-02 15:00:22.400,SPADES_6,alvin,mbta standing,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:00:22.400,2015-11-02 15:00:35.200,SPADES_6,alvin,mbta standing,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:00:35.200,2015-11-02 15:00:48.000,SPADES_6,alvin,mbta standing,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:00:48.000,2015-11-02 15:01:00.800,SPADES_6,alvin,mbta standing telling story,Transition,Transition,Transition,Transition
2015-11-02 15:01:00.800,2015-11-02 15:01:13.600,SPADES_6,alvin,mbta standing telling story,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:01:13.600,2015-11-02 15:01:26.400,SPADES_6,alvin,mbta standing telling story,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:01:26.400,2015-11-02 15:01:39.200,SPADES_6,alvin,mbta standing telling story,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:01:39.200,2015-11-02 15:01:52.000,SPADES_6,alvin,mbta standing telling story,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:01:52.000,2015-11-02 15:02:04.800,SPADES_6,alvin,down mbta outdoors stairs standing telling story walking,Transition,Transition,Transition,Transition
2015-11-02 15:02:04.800,2015-11-02 15:02:17.600,SPADES_6,alvin,mbta outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:02:17.600,2015-11-02 15:02:30.400,SPADES_6,alvin,mbta outdoors standing stop light telling story walking,Transition,Transition,Transition,Transition
2015-11-02 15:02:30.400,2015-11-02 15:02:43.200,SPADES_6,alvin,standing stop light telling story,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:02:43.200,2015-11-02 15:02:56.000,SPADES_6,alvin,standing stop light telling story,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:02:56.000,2015-11-02 15:03:08.800,SPADES_6,alvin,standing stop light telling story,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:03:08.800,2015-11-02 15:03:21.600,SPADES_6,alvin,standing stop light telling story,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:03:21.600,2015-11-02 15:03:34.400,SPADES_6,alvin,outdoors standing stop light telling story walking,Transition,Transition,Transition,Transition
2015-11-02 15:03:34.400,2015-11-02 15:03:47.200,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:03:47.200,2015-11-02 15:04:00.000,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:04:00.000,2015-11-02 15:04:12.800,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:04:12.800,2015-11-02 15:04:25.600,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:04:25.600,2015-11-02 15:04:38.400,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:04:38.400,2015-11-02 15:04:51.200,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:04:51.200,2015-11-02 15:05:04.000,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:05:04.000,2015-11-02 15:05:16.800,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:05:16.800,2015-11-02 15:05:29.600,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:05:29.600,2015-11-02 15:05:42.400,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:05:42.400,2015-11-02 15:05:55.200,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:05:55.200,2015-11-02 15:06:08.000,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:06:08.000,2015-11-02 15:06:20.800,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:06:20.800,2015-11-02 15:06:33.600,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:06:33.600,2015-11-02 15:06:46.400,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:06:46.400,2015-11-02 15:06:59.200,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:06:59.200,2015-11-02 15:07:12.000,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:07:12.000,2015-11-02 15:07:24.800,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:07:24.800,2015-11-02 15:07:37.600,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:07:37.600,2015-11-02 15:07:50.400,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:07:50.400,2015-11-02 15:08:03.200,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:08:03.200,2015-11-02 15:08:16.000,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:08:16.000,2015-11-02 15:08:28.800,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:08:28.800,2015-11-02 15:08:41.600,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:08:41.600,2015-11-02 15:08:54.400,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:08:54.400,2015-11-02 15:09:07.200,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:09:07.200,2015-11-02 15:09:20.000,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:09:20.000,2015-11-02 15:09:32.800,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:09:32.800,2015-11-02 15:09:45.600,SPADES_6,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:09:45.600,2015-11-02 15:09:58.400,SPADES_6,alvin,outdoors telling story walking,Transition,Transition,Transition,Transition
2015-11-02 15:09:58.400,2015-11-02 15:10:11.200,SPADES_6,alvin,walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:10:11.200,2015-11-02 15:10:24.000,SPADES_6,alvin,vending machine walking,Transition,Transition,Transition,Transition
2015-11-02 15:10:24.000,2015-11-02 15:10:36.800,SPADES_6,alvin,upper body movement vending machine walking,Transition,Transition,Transition,Transition
2015-11-02 15:10:49.600,2015-11-02 15:11:02.400,SPADES_6,alvin,outdoors walking,Transition,Transition,Transition,Transition
2015-11-02 15:11:02.400,2015-11-02 15:11:15.200,SPADES_6,alvin,outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:11:15.200,2015-11-02 15:11:28.000,SPADES_6,alvin,outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:11:28.000,2015-11-02 15:11:40.800,SPADES_6,alvin,outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:11:40.800,2015-11-02 15:11:53.600,SPADES_6,alvin,outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:11:53.600,2015-11-02 15:12:06.400,SPADES_6,alvin,outdoors stairs walking,Transition,Transition,Transition,Transition
2015-11-02 15:12:06.400,2015-11-02 15:12:19.200,SPADES_6,alvin,stairs up walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:12:19.200,2015-11-02 15:12:32.000,SPADES_6,alvin,stairs up walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:12:32.000,2015-11-02 15:12:44.800,SPADES_6,alvin,stairs up walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:12:44.800,2015-11-02 15:12:57.600,SPADES_6,alvin,stairs telling story up walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:12:57.600,2015-11-02 15:13:10.400,SPADES_6,alvin,stairs telling story up walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:13:10.400,2015-11-02 15:13:23.200,SPADES_6,alvin,stairs telling story up walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:13:23.200,2015-11-02 15:13:36.000,SPADES_6,alvin,stairs telling story up walking,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:13:36.000,2015-11-02 15:13:48.800,SPADES_6,alvin,stairs standing telling story up walking,Transition,Transition,Transition,Transition
2015-11-02 15:13:48.800,2015-11-02 15:14:01.600,SPADES_6,alvin,walking,Transition,Transition,Transition,Transition
2015-11-02 15:16:22.400,2015-11-02 15:16:35.200,SPADES_6,alvin,2 mph jog/running outdoors sitting supported up,Transition,Transition,Transition,Transition
2015-11-02 15:16:35.200,2015-11-02 15:16:48.000,SPADES_6,alvin,2 mph 300 kpm/min jog/running orientationtest outdoors reclining sitting supported up vending machine,Transition,Transition,Transition,Transition
2015-11-02 15:16:48.000,2015-11-02 15:17:00.800,SPADES_6,alvin,1 mph 2 mph 300 kpm/min 5.5 mph 5%grade reclining supported up vending machine walking,Transition,Transition,Transition,Transition
2015-11-02 15:17:00.800,2015-11-02 15:17:13.600,SPADES_6,alvin,1 mph 300 kpm/min 5.5 mph 5%grade reclining supported,Transition,Transition,Transition,Transition
2015-11-02 15:17:13.600,2015-11-02 15:17:26.400,SPADES_6,alvin,300 kpm/min 5.5 mph 5%grade reclining stationary up walking,Transition,Transition,Transition,Transition
2015-11-02 15:17:26.400,2015-11-02 15:17:39.200,SPADES_6,alvin,1 mph 300 kpm/min 5.5 mph 5%grade reclining stationary up,Transition,Transition,Transition,Transition
2015-11-02 15:17:39.200,2015-11-02 15:17:52.000,SPADES_6,alvin,2 mph biking outdoors reclining stationary video game,Transition,Transition,Transition,Transition
2015-11-02 15:17:52.000,2015-11-02 15:18:04.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:18:04.800,2015-11-02 15:18:17.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:18:17.600,2015-11-02 15:18:30.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:18:30.400,2015-11-02 15:18:43.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:18:43.200,2015-11-02 15:18:56.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:18:56.000,2015-11-02 15:19:08.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:19:08.800,2015-11-02 15:19:21.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:19:21.600,2015-11-02 15:19:34.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:19:34.400,2015-11-02 15:19:47.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:19:47.200,2015-11-02 15:20:00.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:20:00.000,2015-11-02 15:20:12.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:20:12.800,2015-11-02 15:20:25.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:20:25.600,2015-11-02 15:20:38.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:20:38.400,2015-11-02 15:20:51.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:20:51.200,2015-11-02 15:21:04.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:21:04.000,2015-11-02 15:21:16.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:21:16.800,2015-11-02 15:21:29.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:21:29.600,2015-11-02 15:21:42.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:21:42.400,2015-11-02 15:21:55.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:21:55.200,2015-11-02 15:22:08.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:22:08.000,2015-11-02 15:22:20.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:22:20.800,2015-11-02 15:22:33.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:22:33.600,2015-11-02 15:22:46.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:22:46.400,2015-11-02 15:22:59.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:22:59.200,2015-11-02 15:23:12.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:23:12.000,2015-11-02 15:23:24.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:23:24.800,2015-11-02 15:23:37.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:23:37.600,2015-11-02 15:23:50.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:23:50.400,2015-11-02 15:24:03.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:24:03.200,2015-11-02 15:24:16.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:24:16.000,2015-11-02 15:24:28.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:24:28.800,2015-11-02 15:24:41.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:24:41.600,2015-11-02 15:24:54.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:24:54.400,2015-11-02 15:25:07.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:25:07.200,2015-11-02 15:25:20.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:25:20.000,2015-11-02 15:25:32.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:25:32.800,2015-11-02 15:25:45.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:25:45.600,2015-11-02 15:25:58.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:25:58.400,2015-11-02 15:26:11.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:26:11.200,2015-11-02 15:26:24.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:26:24.000,2015-11-02 15:26:36.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:26:36.800,2015-11-02 15:26:49.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:26:49.600,2015-11-02 15:27:02.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:27:02.400,2015-11-02 15:27:15.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:27:15.200,2015-11-02 15:27:28.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:27:28.000,2015-11-02 15:27:40.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:27:40.800,2015-11-02 15:27:53.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:27:53.600,2015-11-02 15:28:06.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:28:06.400,2015-11-02 15:28:19.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:28:19.200,2015-11-02 15:28:32.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:28:32.000,2015-11-02 15:28:44.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:28:44.800,2015-11-02 15:28:57.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:28:57.600,2015-11-02 15:29:10.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:29:10.400,2015-11-02 15:29:23.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:29:23.200,2015-11-02 15:29:36.000,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:29:36.000,2015-11-02 15:29:48.800,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:29:48.800,2015-11-02 15:30:01.600,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:30:01.600,2015-11-02 15:30:14.400,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:30:14.400,2015-11-02 15:30:27.200,SPADES_6,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-11-02 15:30:27.200,2015-11-02 15:30:40.000,SPADES_6,alvin,biking outdoors,Transition,Transition,Transition,Transition
2015-11-02 15:30:52.800,2015-11-02 15:31:05.600,SPADES_6,alvin,outdoors,Transition,Transition,Transition,Transition
2015-11-02 15:31:05.600,2015-11-02 15:31:18.400,SPADES_6,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
